TIEMPO; X0004A  LV_BA; X0004B  LV_BB
0.1574; -12.003148; -9.7936414
0.1576; -9.3278302; -10.138162
0.1578; -6.5520448; -10.439274
0.158; -4.2675579; -10.695761
0.1582; -1.6737866; -10.891532
0.1584; 1.09904243; -11.053447
0.1586; 4.10625439; -12.892936
0.1588; 5.39835678; -14.658978
0.159; 6.06653853; -16.133544
0.1592; 6.73180622; -17.302446
0.1594; 7.3523231; -18.163697
0.1596; 7.94376503; -18.716403
0.1598; 8.50379699; -18.958696
0.16; 9.03020795; -18.889552
0.1602; 9.52091956; -18.51949
0.1604; 9.97399434; -17.845405
0.1606; 10.3876433; -16.842516
0.1608; 10.7602333; -15.547888
0.161; 11.0902928; -13.957205
0.1612; 11.3571432; -12.053261
0.1614; 11.6312173; -9.8938155
0.1616; 14.1230621; -9.7404248
0.1618; 16.3534095; -11.247813
0.162; 18.2771514; -12.449176
0.1622; 19.8757086; -13.36144
0.1624; 21.6061613; -14.427952
0.1626; 23.4963317; -15.679116
0.1628; 24.8606702; -16.431992
0.163; 25.729211; -16.718782
0.1632; 26.0817643; -16.521797
0.1634; 25.947625; -15.872586
0.1636; 25.3231407; -14.769319
0.1638; 24.2124963; -13.218155
0.164; 22.5450118; -11.150044
0.1642; 21.2587763; -8.6028352
0.1644; 21.7889261; -5.8994012
0.1646; 22.478776; -3.6572714
0.1648; 22.8944858; -1.0947619
0.165; 24.3360621; 1.66492198
0.1652; 25.5399411; 4.64643168
0.1654; 32.1159203; 6.08401744
0.1656; 38.1863224; 6.75971067
0.1658; 42.9075251; 7.43377137
0.166; 51.4367372; 8.06370996
0.1662; 57.8226697; 8.66535247
0.1664; 61.5230766; 9.23632644
0.1666; 62.5480284; 9.77437769
0.1668; 60.9179134; 10.277382
0.167; 56.6633589; 10.7433535
0.1672; 49.8251134; 11.1704524
0.1674; 40.1936649; 14.3180226
0.1676; 33.1198118; 17.7660336
0.1678; 26.2287196; 20.9895871
0.168; 18.0315588; 26.1017731
0.1682; 11.5274685; 32.9893723
0.1684; 6.87203047; 43.2152806
0.1686; 2.76035427; 54.0703115
0.1688; -0.65238826; 71.7257877
0.169; -4.2511219; 86.5446467
0.1692; -6.8327535; 98.4888208
0.1694; -7.4685397; 107.287
0.1696; -8.0599652; 113.148508
0.1698; -8.6199807; 116.269137
0.17; -9.1463753; 116.66004
0.1702; -9.6370706; 114.342105
0.1704; -10.090129; 109.346899
0.1706; -10.503762; 101.71645
0.1708; -10.852339; 91.2021589
0.171; -13.909883; 80.453466
0.1712; -17.059936; 67.2495305
0.1714; -19.940881; 53.8538604
0.1716; -24.0778; 48.1702757
0.1718; -28.003678; 41.2066661
0.172; -35.670232; 43.6068302
0.1722; -42.960019; 45.9480056
0.1724; -48.830552; 48.214967
0.1726; -58.155213; 53.7487975
0.1728; -66.176289; 59.2852955
0.173; -71.291108; 63.8183151
0.1732; -73.694244; 65.671832
0.1734; -73.416408; 64.8787796
0.1736; -70.475058; 61.4584567
0.1738; -64.874824; 55.4175798
0.174; -56.684346; 46.8264611
0.1742; -47.266331; 37.0492359
0.1744; -41.287393; 30.7743398
0.1746; -33.930652; 23.1456915
0.1748; -27.194648; 14.4532526
0.175; -25.273821; 10.0588396
0.1752; -22.664359; 5.26841275
0.1754; -21.164098; 1.95905594
0.1756; -19.887559; -1.459304
0.1758; -18.599551; -5.0271219
0.176; -18.873389; -6.4664645
0.1762; -19.433487; -7.0682496
0.1764; -19.548065; -7.639365
0.1766; -19.202442; -8.1775516
0.1768; -18.399907; -8.6806908
0.177; -17.145308; -9.1467955
0.1772; -15.445185; -9.5740266
0.1774; -13.257215; -9.9607293
0.1776; -10.589716; -10.305005
0.1778; -7.4857856; -10.606199
0.178; -4.9613498; -10.862653
0.1782; -2.3963972; -11.055118
0.1784; 0.411869569; -12.522846
0.1786; 3.41643951; -14.618214
0.1788; 5.4083924; -16.384776
0.179; 6.07654932; -17.855252
0.1792; 6.74156034; -19.022954
0.1794; 7.36207541; -19.88226
0.1796; 7.95351548; -20.838745
0.1798; 8.51354563; -21.396505
0.18; 9.03995481; -21.438636
0.1802; 9.53066466; -20.966106
0.1804; 9.98373773; -19.981808
0.1806; 10.3973851; -18.554676
0.1808; 10.7699734; -17.247309
0.181; 11.0808544; -15.635317
0.1812; 11.3665138; -13.747599
0.1814; 12.4456981; -12.409018
0.1816; 14.948181; -12.209487
0.1818; 17.1913225; -12.238675
0.182; 19.1118809; -13.437769
0.1822; 20.7153674; -14.354559
0.1824; 23.0822657; -16.057636
0.1826; 24.96895; -17.305299
0.1828; 26.3166518; -18.041443
0.183; 27.145231; -18.288369
0.1832; 27.4988541; -18.092482
0.1834; 27.3599622; -17.43842
0.1836; 26.7308761; -16.330535
0.1838; 25.6156526; -14.774776
0.184; 23.9715862; -12.729952
0.1842; 21.9706889; -10.207898
0.1844; 22.1918044; -7.1843614
0.1846; 22.5895139; -4.6154719
0.1848; 22.7456355; -2.0864823
0.185; 23.8997464; 0.68859861
0.1852; 24.598341; 3.66563872
0.1854; 28.9420437; 5.92467875
0.1856; 35.0728754; 6.60064943
0.1858; 39.8417697; 7.27435674
0.186; 44.388923; 7.90470792
0.1862; 50.841723; 8.50574805
0.1864; 54.6061509; 9.07673915
0.1866; 55.6945192; 9.61480754
0.1868; 54.1272217; 10.117829
0.187; 49.9348915; 10.5838176
0.1872; 43.1582825; 11.0109337
0.1874; 36.0030175; 12.7245639
0.1876; 30.345986; 16.1606979
0.1878; 23.3970182; 19.3401255
0.188; 15.2802793; 23.3476838
0.1882; 10.49668; 27.964025
0.1884; 5.87321801; 36.4270922
0.1886; 2.22748547; 45.4622241
0.1888; -1.1092109; 56.5410336
0.189; -4.7038598; 71.4848789
0.1892; -6.8360612; 83.5099275
0.1894; -7.4545918; 92.5229759
0.1896; -8.0460192; 98.7119637
0.1898; -8.6060367; 101.960109
0.19; -9.1324333; 102.480063
0.1902; -9.6231305; 100.29
0.1904; -10.076191; 95.4214911
0.1906; -10.489826; 87.7013929
0.1908; -10.862402; 77.276413
0.191; -13.275168; 66.069021
0.1912; -16.431791; 53.1308014
0.1914; -19.243628; 47.1620503
0.1916; -22.839655; 40.9858773
0.1918; -26.73461; 37.4554546
0.192; -32.442314; 38.0147021
0.1922; -39.755995; 41.3784042
0.1924; -45.676321; 43.701536
0.1926; -50.933086; 45.2064718
0.1928; -58.906196; 51.8898854
0.193; -64.089038; 56.4909512
0.1932; -66.559548; 58.4118543
0.1934; -66.332611; 57.6696498
0.1936; -63.433518; 54.2916627
0.1938; -57.897868; 48.3153815
0.194; -49.771427; 39.7883128
0.1942; -44.292142; 33.9498792
0.1944; -38.231773; 27.5932144
0.1946; -30.910563; 20.0007041
0.1948; -26.519512; 13.0578129
0.195; -24.63416; 8.70819578
0.1952; -22.40735; 4.3245611
0.1954; -21.062819; 1.15882856
0.1956; -20.23348; -2.2676947
0.1958; -18.94386; -5.8353251
0.196; -19.871333; -6.5971519
0.1962; -20.411828; -7.198929
0.1964; -21.314711; -7.7700408
0.1966; -21.518499; -8.3082187
0.1968; -20.567969; -8.8113496
0.197; -18.473351; -9.2774464
0.1972; -16.403955; -9.7046301
0.1974; -14.263756; -10.091287
0.1976; -11.59407; -10.435731
0.1978; -8.4615022; -10.736762
0.198; -5.4986321; -10.993205
0.1982; -2.9340119; -11.493379
0.1984; -0.11699513; -13.870183
0.1986; 2.88905006; -15.942268
0.1988; 5.41702354; -17.729894
0.199; 6.08494892; -19.19889
0.1992; 6.74977202; -20.491299
0.1994; 7.37028586; -22.052917
0.1996; 7.9617245; -23.120541
0.1998; 8.52175323; -23.673672
0.2; 9.04816101; -23.711185
